ReturnID,SalesID,ProductID,RegionID,DepartmentID,ReturnDate,ReturnReason
4968,121708,154,6,3,2022-09-01 02:45:00,Defective
4969,177498,187,7,2,2024-04-09 06:15:00,Customer Changed Mind
4970,131565,60,6,5,2022-12-05 19:00:00,Customer Changed Mind
4971,123195,80,8,2,2022-09-18 14:30:00,Customer Changed Mind
4972,103615,91,3,1,2022-03-03 15:30:00,Damaged
4973,112992,139,7,3,2022-05-22 07:45:00,Defective
4974,179011,103,7,1,2024-04-23 00:30:00,Customer Changed Mind
4975,106192,46,2,6,2022-03-13 11:45:00,Wrong Item
4976,147181,77,4,6,2023-05-25 11:00:00,Defective
4977,191140,63,2,4,2024-08-20 08:45:00,Wrong Item
4978,146849,92,8,6,2023-05-09 00:00:00,Wrong Item
4979,161518,143,7,6,2023-10-04 19:15:00,Damaged
4980,126197,36,5,4,2022-10-27 21:00:00,Defective
4981,171976,56,2,4,2024-02-17 17:45:00,Wrong Item
4982,177432,190,1,2,2024-04-01 13:45:00,Defective
4983,132461,68,8,2,2022-12-18 03:00:00,Defective
4984,167066,69,8,4,2023-12-24 14:15:00,Wrong Item
4985,113299,177,8,3,2022-05-23 12:30:00,Wrong Item
4986,181457,105,1,5,2024-05-05 12:00:00,Defective
4987,120531,141,3,3,2022-08-06 20:30:00,Customer Changed Mind
4988,194305,161,4,5,2024-09-13 08:00:00,Defective
4989,173802,91,1,4,2024-03-05 18:15:00,Damaged
4990,194448,19,2,1,2024-09-27 19:45:00,Wrong Item
4991,153641,126,2,1,2023-08-01 18:00:00,Customer Changed Mind
4992,117270,182,6,1,2022-07-04 21:15:00,Customer Changed Mind
4993,137836,47,7,5,2023-02-26 02:45:00,Customer Changed Mind
4994,198813,189,2,1,2024-11-04 07:00:00,Wrong Item
4995,173323,183,6,3,2024-02-19 18:30:00,Damaged
4996,177662,159,5,6,2024-04-03 23:15:00,Damaged
4997,138927,157,5,5,2023-02-22 11:30:00,Wrong Item
4998,148348,10,1,3,2023-06-07 14:45:00,Customer Changed Mind
4999,157711,159,4,6,2023-09-03 03:30:00,Customer Changed Mind
5000,126519,121,1,2,2022-10-17 05:30:00,Wrong Item
5001,111499,128,1,6,2022-05-16 18:30:00,Customer Changed Mind
5002,175263,128,4,4,2024-02-29 23:30:00,Customer Changed Mind
5003,182228,42,8,5,2024-05-27 12:45:00,Customer Changed Mind
5004,157715,167,2,1,2023-09-08 04:30:00,Defective
5005,147040,11,1,6,2023-05-06 23:45:00,Wrong Item
5006,112763,180,6,5,2022-06-10 22:30:00,Customer Changed Mind
5007,196596,98,2,3,2024-10-11 04:45:00,Wrong Item
5008,177881,50,6,3,2024-04-08 06:00:00,Wrong Item
5009,103414,78,5,3,2022-02-15 13:15:00,Defective
5010,108280,167,8,6,2022-04-09 05:45:00,Damaged
5011,124307,86,3,5,2022-10-01 04:30:00,Damaged
5012,157687,169,2,1,2023-09-04 21:30:00,Defective
5013,160437,92,8,5,2023-10-03 13:00:00,Damaged
5014,149525,71,4,1,2023-06-01 21:00:00,Customer Changed Mind
5015,108629,123,6,4,2022-04-20 21:00:00,Customer Changed Mind
5016,180950,105,6,1,2024-05-17 05:15:00,Wrong Item
5017,163854,139,5,2,2023-11-15 03:15:00,Damaged
5018,120040,16,1,3,2022-08-04 17:45:00,Defective
5019,107546,25,4,3,2022-04-07 14:15:00,Wrong Item
5020,164226,93,6,2,2023-11-20 00:15:00,Defective
5021,121884,73,2,1,2022-09-01 22:45:00,Damaged
5022,191707,40,3,6,2024-09-08 06:30:00,Defective
5023,188262,20,8,6,2024-07-23 09:15:00,Defective
5024,173463,121,2,6,2024-03-03 05:30:00,Defective
5025,161375,102,6,6,2023-10-09 07:30:00,Wrong Item
5026,167833,142,1,2,2024-01-03 14:00:00,Defective
5027,167541,31,8,5,2023-12-08 13:00:00,Customer Changed Mind
5028,111039,176,4,5,2022-05-06 23:30:00,Damaged
5029,171440,111,8,3,2024-02-06 03:45:00,Damaged
5030,130195,121,5,4,2022-12-02 12:30:00,Defective
5031,142183,64,3,5,2023-03-23 09:30:00,Damaged
5032,107166,122,2,6,2022-03-23 15:15:00,Customer Changed Mind
5033,118610,52,1,5,2022-07-31 20:15:00,Wrong Item
5034,140615,87,5,6,2023-03-16 01:30:00,Customer Changed Mind
5035,140443,151,7,4,2023-03-18 06:30:00,Damaged
5036,174215,2,2,5,2024-03-11 01:30:00,Defective
5037,128664,88,1,2,2022-11-12 13:45:00,Customer Changed Mind
5038,126606,27,4,1,2022-10-16 03:15:00,Defective
5039,147162,49,8,4,2023-05-30 06:15:00,Wrong Item
5040,171107,7,7,2,2024-01-12 16:30:00,Customer Changed Mind
5041,148981,153,8,5,2023-06-07 05:00:00,Defective
5042,156824,179,5,4,2023-08-26 21:45:00,Wrong Item
5043,141480,194,4,5,2023-04-06 01:45:00,Defective
5044,119944,105,6,5,2022-07-29 17:45:00,Customer Changed Mind
5045,156371,9,1,2,2023-08-16 04:30:00,Customer Changed Mind
5046,132876,48,8,4,2022-12-25 10:45:00,Defective
5047,120545,100,6,4,2022-08-19 00:00:00,Damaged
5048,124282,48,1,6,2022-09-19 22:15:00,Wrong Item
5049,119819,109,1,6,2022-08-07 10:30:00,Damaged
5050,103714,127,3,6,2022-02-12 16:15:00,Damaged
5051,185609,140,1,1,2024-06-21 18:00:00,Wrong Item
5052,196565,84,8,5,2024-10-03 21:00:00,Customer Changed Mind
5053,162211,102,7,2,2023-10-27 00:30:00,Defective
5054,176403,49,1,2,2024-03-08 20:30:00,Customer Changed Mind
5055,185971,89,8,6,2024-06-19 12:30:00,Wrong Item
5056,117836,197,7,3,2022-07-07 18:45:00,Defective
5057,130680,135,6,2,2022-11-22 13:45:00,Customer Changed Mind
5058,189050,73,6,3,2024-08-13 14:15:00,Defective
5059,154751,31,3,3,2023-08-04 07:30:00,Damaged
5060,143609,56,7,1,2023-04-26 06:00:00,Wrong Item
5061,129810,36,4,2,2022-11-23 12:15:00,Defective
5062,149233,186,1,1,2023-06-09 20:00:00,Wrong Item
5063,188850,162,1,1,2024-07-18 12:15:00,Customer Changed Mind
5064,142825,78,4,4,2023-04-14 02:00:00,Customer Changed Mind
5065,139845,199,5,5,2023-02-24 01:00:00,Wrong Item
5066,144410,180,1,6,2023-05-05 14:15:00,Damaged
5067,187680,128,4,3,2024-07-31 07:45:00,Defective
5068,137635,115,5,3,2023-02-22 00:30:00,Customer Changed Mind
5069,199135,132,2,3,2024-11-09 15:30:00,Wrong Item
5070,151385,60,1,3,2023-07-05 06:00:00,Defective
5071,117512,176,5,2,2022-07-31 09:45:00,Defective
5072,145328,70,5,3,2023-05-15 03:45:00,Wrong Item
5073,133581,27,4,6,2022-12-20 19:00:00,Defective
5074,110753,98,5,2,2022-05-22 00:00:00,Customer Changed Mind
5075,104058,166,3,3,2022-02-21 06:15:00,Damaged
5076,115483,145,7,2,2022-07-07 06:30:00,Customer Changed Mind
5077,199916,99,1,5,2024-11-13 18:45:00,Damaged
5078,194114,63,3,5,2024-10-02 08:15:00,Damaged
5079,170158,185,4,5,2024-01-28 19:15:00,Damaged
5080,112631,158,4,4,2022-06-02 13:30:00,Customer Changed Mind
5081,196454,119,5,1,2024-10-20 17:15:00,Wrong Item
5082,131693,68,3,4,2022-12-06 03:00:00,Damaged
5083,141590,123,6,4,2023-03-25 05:15:00,Damaged
5084,160232,40,2,1,2023-09-24 09:45:00,Customer Changed Mind
5085,146349,185,3,6,2023-05-25 19:00:00,Defective
5086,128462,186,1,1,2022-11-08 11:15:00,Damaged
5087,154765,12,5,1,2023-08-15 11:00:00,Customer Changed Mind
5088,127503,44,3,2,2022-10-16 11:30:00,Customer Changed Mind
5089,142947,25,1,2,2023-03-28 08:30:00,Defective
5090,179634,164,4,4,2024-04-15 12:15:00,Wrong Item
5091,186820,97,2,3,2024-07-21 08:45:00,Defective
5092,102058,74,6,3,2022-02-03 10:15:00,Damaged
5093,136805,37,4,4,2023-02-07 09:00:00,Wrong Item
5094,103467,20,8,4,2022-02-11 02:30:00,Wrong Item
5095,171537,107,2,6,2024-01-31 04:00:00,Customer Changed Mind
5096,175711,109,8,6,2024-03-06 15:30:00,Wrong Item
5097,140528,76,4,6,2023-03-17 03:45:00,Wrong Item
5098,123524,192,7,1,2022-09-06 00:45:00,Customer Changed Mind
5099,176407,49,1,1,2024-03-29 21:30:00,Damaged
5100,126517,105,6,1,2022-10-05 05:00:00,Damaged
5101,193771,61,1,4,2024-09-11 18:30:00,Defective
5102,195955,17,4,1,2024-10-10 12:30:00,Customer Changed Mind
5103,164594,21,1,1,2023-11-12 20:15:00,Customer Changed Mind
5104,140319,25,2,6,2023-03-11 23:30:00,Customer Changed Mind
5105,131576,29,2,1,2022-12-16 21:45:00,Wrong Item
5106,162445,144,2,5,2023-10-25 11:00:00,Wrong Item
5107,186768,174,8,4,2024-07-03 19:45:00,Defective
5108,123762,58,2,4,2022-09-14 12:15:00,Damaged
5109,115663,89,4,3,2022-06-14 03:30:00,Customer Changed Mind
5110,138368,106,1,3,2023-03-02 15:45:00,Customer Changed Mind
5111,189215,15,2,3,2024-08-12 07:30:00,Wrong Item
5112,189268,136,5,6,2024-07-30 20:45:00,Damaged
5113,199092,196,7,1,2024-11-10 04:45:00,Wrong Item
5114,147745,182,7,4,2023-05-16 08:00:00,Wrong Item
5115,116630,121,5,6,2022-07-18 05:15:00,Damaged
5116,113136,140,4,2,2022-05-25 19:45:00,Damaged
5117,140681,86,5,4,2023-03-19 18:00:00,Wrong Item
5118,133416,32,2,4,2022-12-16 01:45:00,Defective
5119,192582,76,7,4,2024-08-24 09:15:00,Defective
5120,110282,69,4,3,2022-05-02 02:15:00,Customer Changed Mind
5121,143750,198,8,2,2023-04-23 17:15:00,Customer Changed Mind
5122,127733,52,8,4,2022-10-25 21:00:00,Wrong Item
5123,155808,133,4,5,2023-08-20 07:45:00,Defective
5124,182262,110,1,4,2024-06-02 21:15:00,Wrong Item
5125,191148,2,3,3,2024-08-11 10:45:00,Damaged
5126,169516,198,5,2,2024-01-21 02:45:00,Damaged
5127,142868,157,3,5,2023-04-01 12:45:00,Customer Changed Mind
5128,143649,151,8,2,2023-04-22 16:00:00,Customer Changed Mind
5129,122179,127,4,2,2022-09-07 00:30:00,Damaged
5130,114204,118,7,2,2022-06-26 22:45:00,Defective
5131,189667,196,3,3,2024-07-24 00:30:00,Damaged
5132,134536,134,4,1,2022-12-29 17:45:00,Customer Changed Mind
5133,181496,99,1,2,2024-05-26 21:45:00,Defective
5134,175046,17,5,6,2024-03-07 17:15:00,Customer Changed Mind
5135,182691,24,1,5,2024-05-18 08:30:00,Defective
5136,198169,121,8,4,2024-10-28 14:00:00,Wrong Item
5137,133020,37,5,4,2022-12-17 22:45:00,Wrong Item
5138,186908,21,7,3,2024-07-09 06:45:00,Wrong Item
5139,161738,60,3,1,2023-10-16 02:15:00,Customer Changed Mind
5140,187723,181,2,1,2024-07-10 18:30:00,Customer Changed Mind
5141,166339,22,2,3,2023-12-05 00:30:00,Defective
5142,150840,56,6,4,2023-06-22 13:45:00,Damaged
5143,169076,106,4,4,2024-01-13 12:45:00,Damaged
5144,137347,120,2,1,2023-01-30 00:30:00,Damaged
5145,196063,123,6,1,2024-10-12 15:30:00,Customer Changed Mind
5146,143143,164,2,6,2023-04-08 09:30:00,Wrong Item
5147,164636,158,3,2,2023-11-09 06:45:00,Damaged
5148,195222,134,1,3,2024-10-14 21:15:00,Customer Changed Mind
5149,164044,132,5,2,2023-11-17 02:45:00,Customer Changed Mind
5150,155342,121,6,1,2023-08-24 11:15:00,Customer Changed Mind
5151,116266,130,7,6,2022-06-27 10:15:00,Damaged
5152,170071,107,1,4,2024-01-22 21:30:00,Wrong Item
5153,138289,32,8,4,2023-02-25 20:00:00,Damaged
5154,190024,155,1,3,2024-08-08 17:45:00,Customer Changed Mind
5155,180804,80,8,3,2024-05-01 16:45:00,Wrong Item
5156,186990,13,2,6,2024-07-18 03:15:00,Customer Changed Mind
5157,175249,12,2,4,2024-03-17 20:00:00,Customer Changed Mind
5158,178599,32,7,6,2024-03-31 17:30:00,Customer Changed Mind
5159,130382,117,6,6,2022-11-30 11:15:00,Defective
5160,134441,25,5,2,2023-01-12 18:00:00,Damaged
5161,116635,127,4,3,2022-07-07 06:30:00,Wrong Item
5162,164730,170,5,3,2023-11-15 06:15:00,Defective
5163,162846,75,5,2,2023-11-02 15:15:00,Wrong Item
5164,118938,102,4,6,2022-07-20 06:15:00,Defective
5165,148217,45,4,5,2023-06-02 06:00:00,Defective
5166,146572,73,2,3,2023-05-09 02:45:00,Customer Changed Mind
5167,157463,163,2,3,2023-09-13 13:30:00,Wrong Item
5168,193175,185,7,1,2024-09-25 13:30:00,Wrong Item
5169,143277,175,6,4,2023-03-28 19:00:00,Defective
5170,162951,25,8,5,2023-11-10 17:30:00,Wrong Item
5171,178089,164,7,5,2024-04-13 10:00:00,Customer Changed Mind
5172,125826,156,6,4,2022-10-14 00:15:00,Customer Changed Mind
5173,144692,152,1,5,2023-04-15 12:45:00,Defective
5174,144409,18,3,4,2023-04-16 14:00:00,Wrong Item
5175,151689,5,3,4,2023-07-12 10:00:00,Defective
5176,117908,170,4,1,2022-07-15 12:45:00,Wrong Item
5177,102974,149,5,2,2022-02-09 23:15:00,Damaged
5178,147033,92,4,1,2023-05-25 22:00:00,Defective
5179,195320,31,6,4,2024-10-16 21:45:00,Customer Changed Mind
5180,100205,181,7,6,2022-01-15 03:00:00,Customer Changed Mind
5181,130708,100,5,2,2022-11-23 20:45:00,Customer Changed Mind
5182,161155,145,1,4,2023-10-28 00:30:00,Damaged
5183,103674,60,6,3,2022-02-24 06:15:00,Wrong Item
5184,106803,64,4,6,2022-04-03 20:30:00,Damaged
5185,199012,154,5,3,2024-11-01 08:45:00,Customer Changed Mind
5186,116986,30,2,3,2022-07-05 22:15:00,Customer Changed Mind
5187,184030,6,8,6,2024-05-28 07:15:00,Wrong Item
5188,166647,105,2,1,2023-11-28 05:30:00,Defective
5189,145905,168,5,3,2023-05-17 04:00:00,Customer Changed Mind
5190,136801,136,6,6,2023-01-20 08:00:00,Customer Changed Mind
5191,123266,13,4,6,2022-09-14 08:15:00,Customer Changed Mind
5192,137888,106,8,3,2023-02-26 15:45:00,Customer Changed Mind
5193,129578,85,4,1,2022-11-19 02:15:00,Customer Changed Mind
5194,161939,200,2,2,2023-10-18 04:30:00,Wrong Item
5195,175486,26,7,6,2024-03-01 07:15:00,Defective
5196,186127,172,6,2,2024-07-09 03:30:00,Wrong Item
5197,148220,128,2,1,2023-06-10 06:45:00,Customer Changed Mind
5198,136400,82,4,1,2023-02-12 03:45:00,Wrong Item
5199,130104,111,1,4,2022-12-01 13:45:00,Damaged
5200,140167,191,3,2,2023-03-04 09:30:00,Customer Changed Mind
5201,175588,121,4,5,2024-03-11 08:45:00,Wrong Item
5202,139292,118,5,3,2023-02-21 06:45:00,Wrong Item
5203,189179,138,6,5,2024-07-20 22:30:00,Wrong Item
5204,188603,88,1,1,2024-08-02 22:30:00,Customer Changed Mind
5205,125403,97,3,5,2022-10-19 14:30:00,Customer Changed Mind
5206,119608,111,6,2,2022-08-20 05:45:00,Wrong Item
5207,142454,169,4,5,2023-04-13 05:15:00,Wrong Item
5208,125932,87,4,5,2022-10-10 02:45:00,Wrong Item
5209,184716,44,5,5,2024-06-11 10:45:00,Defective
5210,109892,124,4,1,2022-04-25 00:45:00,Customer Changed Mind
5211,156572,29,3,6,2023-09-11 06:45:00,Customer Changed Mind
5212,100483,84,7,5,2022-01-08 00:30:00,Damaged
5213,139737,46,1,1,2023-03-02 22:00:00,Wrong Item
5214,118396,161,8,4,2022-07-31 14:45:00,Damaged
5215,135820,3,3,4,2023-02-01 02:45:00,Wrong Item
5216,178303,38,6,4,2024-04-06 15:30:00,Defective
5217,156405,136,3,2,2023-08-15 13:00:00,Damaged
5218,197085,66,4,6,2024-10-20 07:00:00,Customer Changed Mind
5219,175244,113,4,3,2024-03-21 18:45:00,Wrong Item
5220,141589,116,7,4,2023-03-18 05:00:00,Defective
5221,180043,37,8,1,2024-05-12 18:30:00,Customer Changed Mind
5222,108999,176,4,4,2022-04-16 17:30:00,Wrong Item
5223,132273,167,3,5,2022-12-11 04:00:00,Damaged
5224,176931,104,2,6,2024-04-05 08:30:00,Damaged
5225,147639,18,5,1,2023-05-15 05:30:00,Customer Changed Mind
5226,128838,143,5,5,2022-11-08 09:15:00,Customer Changed Mind
5227,149918,94,7,3,2023-06-05 23:15:00,Customer Changed Mind
5228,125392,75,5,5,2022-10-18 11:45:00,Wrong Item
5229,174943,69,5,1,2024-03-20 15:30:00,Customer Changed Mind
5230,118778,54,4,6,2022-08-12 14:15:00,Defective
5231,111049,52,4,5,2022-05-12 02:00:00,Customer Changed Mind
5232,106378,172,6,4,2022-03-30 10:15:00,Customer Changed Mind
5233,199563,35,2,1,2024-11-13 02:30:00,Customer Changed Mind
5234,108445,40,1,3,2022-04-08 23:00:00,Defective
5235,190432,86,1,3,2024-07-31 23:45:00,Damaged
5236,197240,68,5,5,2024-10-20 21:45:00,Damaged
5237,148189,122,2,5,2023-06-07 23:00:00,Defective
5238,197021,127,4,5,2024-10-17 15:00:00,Wrong Item
5239,181827,176,5,6,2024-05-03 08:30:00,Customer Changed Mind
5240,195284,168,4,5,2024-09-29 12:45:00,Customer Changed Mind
5241,141460,20,7,5,2023-04-02 20:45:00,Damaged
5242,176921,135,3,4,2024-03-13 06:00:00,Defective
5243,183325,128,7,3,2024-05-31 23:00:00,Damaged
5244,178451,37,3,5,2024-04-23 04:30:00,Damaged
5245,103499,147,8,6,2022-03-03 10:30:00,Defective
5246,133927,94,2,1,2022-12-29 09:30:00,Damaged
5247,138863,151,2,5,2023-02-28 19:30:00,Wrong Item
5248,106978,97,5,2,2022-04-07 16:15:00,Damaged
5249,171156,194,3,3,2024-01-13 04:45:00,Customer Changed Mind
5250,150662,122,7,6,2023-06-29 17:15:00,Defective
5251,132448,92,2,3,2022-12-24 23:45:00,Damaged
5252,119576,60,8,3,2022-07-28 21:45:00,Wrong Item
5253,145676,105,7,4,2023-05-03 18:45:00,Defective
5254,143211,110,7,1,2023-04-05 02:30:00,Wrong Item
5255,192849,192,7,5,2024-09-22 04:00:00,Damaged
5256,112708,92,5,2,2022-05-29 08:45:00,Defective
5257,109316,24,7,6,2022-04-11 00:45:00,Customer Changed Mind
5258,135693,127,7,5,2023-01-19 19:00:00,Damaged
5259,179871,150,7,6,2024-05-04 23:30:00,Defective
5260,182708,75,5,2,2024-05-19 12:45:00,Wrong Item
5261,132529,191,3,5,2023-01-01 20:00:00,Wrong Item
5262,101534,197,4,1,2022-01-21 23:15:00,Defective
5263,153129,36,7,4,2023-07-18 10:00:00,Defective
5264,126728,12,4,1,2022-10-13 09:45:00,Wrong Item
5265,143938,106,1,2,2023-04-19 16:15:00,Damaged
5266,143895,68,5,4,2023-04-25 05:30:00,Customer Changed Mind
5267,148711,198,4,1,2023-06-20 09:30:00,Defective
5268,150951,73,3,1,2023-06-22 17:30:00,Damaged
5269,187743,11,1,3,2024-07-10 23:30:00,Customer Changed Mind
5270,123235,65,2,4,2022-09-14 00:30:00,Damaged
5271,184057,109,2,3,2024-06-13 14:00:00,Customer Changed Mind
5272,128895,11,7,6,2022-11-06 23:30:00,Customer Changed Mind
5273,172295,78,5,3,2024-01-30 01:30:00,Wrong Item
5274,185990,54,3,3,2024-06-18 17:15:00,Defective
5275,109948,68,1,2,2022-04-30 14:45:00,Customer Changed Mind
5276,154886,121,1,6,2023-08-06 17:15:00,Damaged
5277,121488,106,3,3,2022-08-15 19:45:00,Damaged
5278,178135,114,7,6,2024-04-05 21:30:00,Customer Changed Mind
5279,151468,186,7,1,2023-07-12 02:45:00,Damaged
5280,102685,1,8,2,2022-02-05 23:00:00,Damaged
5281,193500,145,6,6,2024-09-09 22:45:00,Wrong Item
5282,138179,14,4,3,2023-02-20 16:30:00,Damaged
5283,140813,61,6,2,2023-03-16 03:00:00,Damaged
5284,183226,141,8,2,2024-06-12 22:15:00,Damaged
5285,193104,97,4,4,2024-08-29 19:45:00,Wrong Item
5286,151603,82,6,3,2023-07-11 12:30:00,Wrong Item
5287,188000,117,2,6,2024-07-14 15:45:00,Damaged
5288,166264,156,2,1,2023-12-21 05:45:00,Wrong Item
5289,197877,39,8,2,2024-10-25 13:00:00,Damaged
5290,161291,197,6,1,2023-10-26 10:30:00,Damaged
5291,173150,84,6,5,2024-02-19 23:15:00,Customer Changed Mind
5292,193030,5,3,1,2024-09-13 01:15:00,Damaged
5293,102475,155,2,3,2022-02-18 18:30:00,Damaged
5294,146831,33,1,4,2023-05-08 19:30:00,Wrong Item
5295,124345,178,6,6,2022-09-27 14:00:00,Wrong Item
5296,180630,199,7,3,2024-05-08 21:15:00,Damaged
5297,197090,38,6,6,2024-10-15 08:15:00,Wrong Item
5298,142680,112,7,3,2023-04-18 13:45:00,Wrong Item
5299,188533,108,6,5,2024-08-07 05:00:00,Wrong Item
5300,191030,146,6,6,2024-08-26 05:15:00,Defective
5301,150553,147,6,5,2023-06-26 14:00:00,Defective
5302,131784,58,5,5,2022-12-04 01:45:00,Defective
5303,109608,58,5,2,2022-04-18 01:45:00,Customer Changed Mind
5304,182494,36,7,6,2024-05-29 07:15:00,Customer Changed Mind
5305,113192,199,6,4,2022-05-24 09:45:00,Defective
5306,126102,52,2,4,2022-10-21 21:15:00,Defective
5307,173188,5,8,2,2024-02-29 08:45:00,Wrong Item
5308,197610,2,4,5,2024-11-03 18:15:00,Defective
5309,180887,189,6,6,2024-05-07 13:30:00,Customer Changed Mind
5310,194737,26,6,5,2024-09-20 20:00:00,Damaged
5311,197693,111,6,4,2024-11-09 15:00:00,Defective
5312,167560,195,5,3,2023-12-19 17:45:00,Damaged
5313,165156,135,7,4,2023-11-23 16:45:00,Customer Changed Mind
5314,182353,20,1,3,2024-05-23 20:00:00,Defective
5315,149487,37,8,5,2023-06-07 11:30:00,Wrong Item
5316,130555,62,1,6,2022-11-19 06:30:00,Wrong Item
5317,105290,72,8,6,2022-02-27 02:15:00,Defective
5318,193958,118,8,2,2024-09-12 17:15:00,Wrong Item
5319,185800,73,1,4,2024-07-09 17:45:00,Defective
5320,111269,103,1,1,2022-05-23 09:00:00,Wrong Item
5321,187785,3,7,3,2024-07-26 10:00:00,Damaged
5322,166190,183,6,5,2023-12-06 11:15:00,Damaged
5323,104344,168,5,3,2022-03-03 05:45:00,Damaged
5324,112691,159,5,6,2022-05-14 04:30:00,Defective
5325,193775,84,4,2,2024-09-07 19:30:00,Damaged
5326,185095,69,3,1,2024-07-04 09:30:00,Customer Changed Mind
5327,102699,60,2,4,2022-02-21 02:30:00,Wrong Item
5328,192636,110,8,4,2024-09-04 22:45:00,Defective
5329,108579,111,8,6,2022-04-12 08:30:00,Customer Changed Mind
5330,176238,40,1,4,2024-03-07 03:15:00,Damaged
5331,100512,194,1,6,2022-01-11 07:45:00,Wrong Item
5332,126939,181,7,4,2022-10-20 14:30:00,Customer Changed Mind
5333,162377,57,5,4,2023-11-06 18:00:00,Damaged
5334,119067,87,5,5,2022-07-24 14:30:00,Damaged
5335,192313,46,7,2,2024-09-06 14:00:00,Defective
5336,179576,120,7,5,2024-04-23 21:45:00,Customer Changed Mind
5337,126615,51,4,5,2022-10-21 05:30:00,Customer Changed Mind
5338,161820,174,6,5,2023-10-14 22:45:00,Customer Changed Mind
5339,119024,163,7,3,2022-08-05 03:45:00,Damaged
5340,181594,48,3,3,2024-05-21 22:15:00,Defective
5341,188999,54,3,6,2024-08-14 01:30:00,Defective
5342,111237,144,2,6,2022-05-11 01:00:00,Damaged
5343,193293,51,6,4,2024-09-10 19:00:00,Customer Changed Mind
5344,131219,47,2,1,2022-11-27 04:30:00,Customer Changed Mind
5345,162965,71,4,1,2023-11-01 21:00:00,Defective
5346,198539,199,7,1,2024-10-31 10:30:00,Customer Changed Mind
5347,129721,37,3,5,2022-11-25 14:00:00,Wrong Item
5348,114561,107,5,5,2022-06-06 16:00:00,Damaged
5349,162795,153,2,6,2023-10-28 02:30:00,Defective
5350,179956,107,2,2,2024-05-11 20:45:00,Customer Changed Mind
5351,173671,59,7,2,2024-02-13 09:30:00,Wrong Item
5352,174385,80,3,2,2024-02-21 20:00:00,Defective
5353,163010,64,6,4,2023-11-13 08:15:00,Defective
5354,178640,171,1,6,2024-04-28 03:45:00,Wrong Item
5355,117977,160,1,3,2022-08-04 06:00:00,Defective
5356,154342,76,7,2,2023-08-05 01:15:00,Customer Changed Mind
5357,170844,189,7,2,2024-01-11 22:45:00,Defective
5358,105463,50,7,4,2022-03-03 21:30:00,Wrong Item
5359,189774,141,2,1,2024-08-02 03:15:00,Wrong Item
5360,147373,120,2,4,2023-05-20 11:00:00,Customer Changed Mind
5361,138634,163,8,3,2023-02-11 10:15:00,Customer Changed Mind
5362,134145,139,5,6,2022-12-25 16:00:00,Defective
5363,158632,39,5,5,2023-09-04 17:45:00,Damaged
5364,104905,3,5,3,2022-03-01 02:00:00,Defective
5365,134017,102,2,4,2023-01-01 08:00:00,Wrong Item
5366,173753,135,8,4,2024-02-17 06:00:00,Customer Changed Mind
5367,169417,183,2,1,2024-01-10 02:00:00,Customer Changed Mind
5368,178027,69,3,6,2024-03-30 18:30:00,Defective
5369,144241,185,4,6,2023-04-15 20:00:00,Damaged
5370,154829,17,1,1,2023-08-18 03:00:00,Customer Changed Mind
5371,110127,102,4,4,2022-05-05 11:30:00,Wrong Item
5372,154903,53,3,3,2023-08-06 21:30:00,Damaged
5373,151337,6,1,4,2023-06-21 18:00:00,Wrong Item
5374,124923,48,8,3,2022-09-28 14:30:00,Defective
5375,152533,135,8,2,2023-07-29 05:00:00,Damaged
5376,152584,126,2,6,2023-07-22 17:45:00,Customer Changed Mind
5377,114682,76,8,3,2022-06-03 22:15:00,Wrong Item
5378,110593,121,7,6,2022-04-26 08:00:00,Wrong Item
5379,156485,99,7,1,2023-08-16 09:00:00,Damaged
5380,115481,31,2,2,2022-06-20 06:00:00,Wrong Item
5381,100974,65,4,3,2022-01-26 03:15:00,Wrong Item
5382,108859,126,6,5,2022-04-24 06:30:00,Damaged
5383,112481,11,2,2,2022-05-27 00:00:00,Defective
5384,163036,72,8,1,2023-10-31 14:45:00,Wrong Item
5385,124469,139,4,1,2022-09-28 21:00:00,Defective
5386,175899,96,3,4,2024-03-13 14:30:00,Customer Changed Mind
5387,113693,10,3,6,2022-05-31 15:00:00,Damaged
5388,127375,23,5,5,2022-10-15 03:30:00,Customer Changed Mind
5389,161295,37,6,1,2023-10-27 11:30:00,Damaged
5390,125711,114,4,3,2022-10-02 19:30:00,Wrong Item
5391,158797,182,8,4,2023-09-09 11:00:00,Customer Changed Mind
5392,199589,12,7,3,2024-11-22 09:00:00,Wrong Item
5393,147574,123,3,2,2023-05-13 13:15:00,Defective
5394,181288,126,3,5,2024-05-11 17:45:00,Wrong Item
5395,103152,133,5,1,2022-02-08 19:45:00,Defective
5396,137281,53,4,3,2023-02-14 08:00:00,Customer Changed Mind
5397,108150,191,3,2,2022-04-17 21:15:00,Defective
5398,146766,184,8,6,2023-05-13 03:15:00,Damaged
5399,147087,87,3,4,2023-05-25 11:30:00,Customer Changed Mind
5400,142540,137,4,1,2023-03-23 02:45:00,Wrong Item
5401,158610,104,2,5,2023-09-27 12:15:00,Wrong Item
5402,193028,22,5,3,2024-09-05 00:45:00,Customer Changed Mind
5403,149204,89,4,1,2023-05-31 12:45:00,Wrong Item
5404,115559,72,2,2,2022-06-29 01:30:00,Defective
5405,124274,32,6,6,2022-09-18 20:15:00,Defective
5406,170976,14,5,1,2024-01-24 07:45:00,Defective
5407,122760,29,7,5,2022-09-04 01:45:00,Customer Changed Mind
