FeedbackID,ProductID,RegionID,Rating,FeedbackDate,Comment
4545,25,1,3,2023-05-15,Great product!
4546,1,4,3,2023-12-14,Not as described.
4547,152,3,3,2023-10-21,Poor packaging.
4548,63,2,5,2023-11-22,Exceeded expectations.
4549,190,8,4,2023-02-25,Fast delivery.
4550,27,7,2,2023-09-06,Would not buy again.
4551,149,8,4,2023-12-05,Not as described.
4552,164,4,2,2023-06-02,Would not buy again.
4553,138,5,5,2023-11-18,Not as described.
4554,50,7,2,2023-02-12,Would not buy again.
4555,195,6,2,2023-02-07,Poor packaging.
4556,179,8,4,2023-01-18,Fast delivery.
4557,188,3,1,2023-03-30,Great product!
4558,195,2,1,2023-10-08,Good value for money.
4559,115,1,3,2023-09-18,Poor packaging.
4560,118,6,2,2023-11-21,Fast delivery.
4561,191,3,4,2023-08-11,Not as described.
4562,32,7,5,2023-03-12,Exceeded expectations.
4563,88,5,2,2023-02-04,Exceeded expectations.
4564,101,3,3,2023-07-10,Great product!
4565,199,4,2,2023-04-15,Great product!
4566,102,6,3,2023-12-07,Good value for money.
4567,156,7,1,2023-09-21,Great product!
4568,34,5,2,2023-09-02,Would not buy again.
4569,129,6,1,2023-10-26,Fast delivery.
4570,16,6,2,2023-07-01,Fast delivery.
4571,162,7,2,2023-08-18,Good value for money.
4572,113,8,4,2023-12-18,Not as described.
4573,50,2,4,2023-03-18,Poor packaging.
4574,128,1,1,2023-05-14,Poor packaging.
4575,67,2,4,2023-09-28,Exceeded expectations.
4576,162,6,1,2023-07-01,Not as described.
4577,34,1,1,2023-07-14,Exceeded expectations.
4578,14,5,1,2023-03-03,Not as described.
4579,5,7,2,2023-03-10,Would not buy again.
4580,100,1,3,2023-12-18,Not as described.
4581,186,7,1,2023-02-20,Would not buy again.
4582,68,6,2,2023-12-11,Would not buy again.
4583,35,4,2,2023-09-21,Would not buy again.
4584,108,6,2,2023-03-10,Good value for money.
4585,107,6,5,2023-08-28,Exceeded expectations.
4586,120,8,4,2023-01-30,Exceeded expectations.
4587,21,5,3,2023-05-05,Poor packaging.
4588,164,7,5,2023-05-12,Exceeded expectations.
4589,110,8,4,2023-03-03,Would not buy again.
4590,188,3,3,2023-10-28,Fast delivery.
4591,135,4,1,2023-02-10,Poor packaging.
4592,90,1,2,2023-02-17,Fast delivery.
4593,17,4,2,2023-07-26,Would not buy again.
4594,120,4,3,2023-07-03,Great product!
4595,67,8,5,2023-02-08,Good value for money.
4596,76,3,5,2023-12-19,Good value for money.
4597,174,4,4,2023-12-17,Fast delivery.
4598,60,3,5,2023-07-18,Fast delivery.
4599,147,8,4,2023-12-11,Would not buy again.
4600,78,3,3,2023-07-02,Exceeded expectations.
4601,178,3,1,2023-07-01,Good value for money.
4602,36,7,1,2023-12-03,Good value for money.
4603,137,5,1,2023-10-02,Good value for money.
4604,45,1,4,2023-01-31,Exceeded expectations.
4605,176,6,4,2023-01-29,Poor packaging.
4606,193,2,5,2023-12-30,Good value for money.
4607,26,8,2,2023-12-21,Exceeded expectations.
4608,141,3,4,2023-07-21,Poor packaging.
4609,95,1,4,2023-07-29,Would not buy again.
4610,48,5,5,2023-04-28,Good value for money.
4611,120,2,3,2023-03-20,Exceeded expectations.
4612,162,4,4,2023-02-23,Would not buy again.
4613,136,7,3,2023-04-26,Poor packaging.
4614,133,8,3,2023-10-18,Fast delivery.
4615,137,4,1,2023-11-04,Great product!
4616,44,8,3,2023-01-05,Fast delivery.
4617,78,7,2,2023-07-30,Fast delivery.
4618,159,2,3,2023-08-31,Poor packaging.
4619,155,6,5,2023-11-26,Fast delivery.
4620,50,6,2,2023-07-01,Exceeded expectations.
4621,190,4,2,2023-05-18,Great product!
4622,64,1,4,2023-04-16,Poor packaging.
4623,184,4,3,2023-06-29,Fast delivery.
4624,161,4,2,2023-08-08,Would not buy again.
4625,61,7,5,2023-12-12,Exceeded expectations.
4626,165,2,2,2023-10-16,Great product!
4627,99,2,3,2023-07-01,Great product!
4628,65,5,3,2023-10-12,Would not buy again.
4629,58,7,3,2023-10-13,Exceeded expectations.
4630,120,6,1,2023-03-09,Exceeded expectations.
4631,130,6,3,2023-04-01,Fast delivery.
4632,61,4,4,2023-06-13,Poor packaging.
4633,84,3,2,2023-03-05,Fast delivery.
4634,156,3,2,2023-09-27,Great product!
4635,180,7,2,2023-09-05,Not as described.
4636,12,8,5,2023-08-06,Fast delivery.
4637,20,4,3,2023-05-21,Poor packaging.
4638,59,3,1,2023-09-07,Great product!
4639,9,3,5,2023-10-25,Fast delivery.
4640,74,4,3,2023-06-13,Great product!
4641,30,3,4,2023-10-22,Fast delivery.
4642,83,6,1,2023-09-07,Poor packaging.
4643,33,7,2,2023-03-04,Fast delivery.
4644,24,7,3,2023-04-09,Exceeded expectations.
4645,186,7,1,2023-11-28,Would not buy again.
4646,55,1,3,2023-01-20,Poor packaging.
4647,187,6,2,2023-10-23,Poor packaging.
4648,183,3,2,2023-04-06,Good value for money.
4649,35,3,3,2023-02-12,Exceeded expectations.
4650,21,3,4,2023-03-08,Fast delivery.
4651,72,1,5,2023-04-28,Fast delivery.
4652,182,1,5,2023-06-05,Good value for money.
4653,134,7,3,2023-07-06,Would not buy again.
4654,48,7,5,2023-03-19,Great product!
4655,78,8,3,2023-02-06,Not as described.
4656,148,8,3,2023-06-20,Would not buy again.
4657,60,2,5,2023-11-26,Great product!
4658,157,3,4,2023-04-22,Good value for money.
4659,18,2,5,2023-04-23,Would not buy again.
4660,58,8,2,2023-06-28,Not as described.
4661,161,1,5,2023-10-15,Poor packaging.
4662,145,2,1,2023-04-06,Poor packaging.
4663,45,5,2,2023-09-25,Would not buy again.
4664,45,4,3,2023-12-10,Would not buy again.
4665,46,7,4,2023-12-06,Would not buy again.
4666,189,4,4,2023-09-12,Not as described.
4667,168,2,5,2023-05-10,Great product!
4668,180,7,3,2023-11-20,Would not buy again.
4669,122,5,1,2023-01-27,Exceeded expectations.
4670,85,2,2,2023-12-16,Good value for money.
4671,174,4,4,2023-02-01,Not as described.
4672,169,2,3,2023-04-18,Fast delivery.
4673,113,6,3,2023-05-11,Would not buy again.
4674,165,7,4,2023-06-17,Not as described.
4675,62,6,2,2023-11-07,Great product!
4676,197,5,2,2023-09-04,Would not buy again.
4677,181,4,3,2023-04-22,Poor packaging.
4678,123,5,3,2023-10-12,Would not buy again.
4679,132,6,3,2023-08-03,Exceeded expectations.
4680,147,6,2,2023-01-30,Fast delivery.
4681,151,8,5,2023-09-21,Great product!
4682,89,3,5,2023-07-30,Exceeded expectations.
4683,75,4,4,2023-06-17,Would not buy again.
4684,199,3,2,2023-06-10,Great product!
4685,32,7,1,2023-04-10,Would not buy again.
4686,197,6,5,2023-06-14,Fast delivery.
4687,141,2,4,2023-03-10,Fast delivery.
4688,96,2,4,2023-03-20,Poor packaging.
4689,113,3,4,2023-07-19,Good value for money.
4690,142,6,1,2023-08-06,Exceeded expectations.
4691,139,4,2,2023-05-15,Fast delivery.
4692,52,2,1,2023-03-17,Poor packaging.
4693,143,2,2,2023-10-17,Poor packaging.
4694,12,7,5,2023-07-03,Not as described.
4695,161,6,4,2023-09-01,Would not buy again.
4696,165,7,5,2023-01-26,Exceeded expectations.
4697,179,7,3,2023-03-22,Poor packaging.
4698,11,7,5,2023-04-03,Good value for money.
4699,78,2,3,2023-09-05,Good value for money.
4700,94,4,2,2023-10-22,Not as described.
4701,174,5,1,2023-07-21,Poor packaging.
4702,62,6,1,2023-11-23,Poor packaging.
4703,65,6,3,2023-02-04,Would not buy again.
4704,6,5,5,2023-10-15,Fast delivery.
4705,113,6,4,2023-07-02,Poor packaging.
4706,70,8,5,2023-01-04,Would not buy again.
4707,52,5,5,2023-10-27,Exceeded expectations.
4708,182,6,2,2023-10-26,Poor packaging.
4709,16,4,4,2023-10-15,Not as described.
4710,114,2,3,2023-08-19,Great product!
4711,43,3,1,2023-08-09,Fast delivery.
4712,5,1,4,2023-03-15,Great product!
4713,167,3,4,2023-07-29,Not as described.
4714,95,1,5,2023-10-05,Not as described.
4715,56,1,5,2023-05-28,Poor packaging.
4716,66,6,1,2023-12-06,Good value for money.
4717,101,5,5,2023-10-06,Great product!
4718,161,7,1,2023-08-21,Good value for money.
4719,179,5,3,2023-11-23,Good value for money.
4720,82,7,3,2023-12-05,Would not buy again.
4721,178,2,3,2023-07-21,Fast delivery.
4722,20,4,4,2023-09-03,Exceeded expectations.
4723,100,1,2,2023-09-14,Poor packaging.
4724,17,1,2,2023-11-24,Fast delivery.
4725,57,7,3,2023-07-04,Good value for money.
4726,164,6,1,2023-10-09,Good value for money.
4727,94,2,1,2023-09-01,Great product!
4728,43,7,4,2023-11-04,Poor packaging.
4729,25,2,5,2023-03-26,Fast delivery.
4730,175,2,2,2023-10-30,Exceeded expectations.
4731,116,4,5,2023-02-12,Would not buy again.
4732,40,4,2,2023-09-25,Not as described.
4733,55,4,2,2023-11-02,Poor packaging.
4734,151,3,1,2023-05-27,Poor packaging.
4735,16,5,5,2023-12-30,Exceeded expectations.
4736,88,2,2,2023-10-15,Good value for money.
4737,19,5,3,2023-05-27,Great product!
4738,34,7,1,2023-03-08,Poor packaging.
4739,78,2,5,2023-08-29,Great product!
4740,98,1,3,2023-05-29,Poor packaging.
4741,27,4,1,2023-01-13,Great product!
4742,53,7,3,2023-09-15,Would not buy again.
4743,114,8,1,2023-08-19,Great product!
4744,69,3,2,2023-07-13,Would not buy again.
4745,27,4,4,2023-11-01,Not as described.
4746,88,4,3,2023-12-08,Would not buy again.
4747,41,3,4,2023-08-13,Would not buy again.
4748,48,7,5,2023-09-29,Would not buy again.
4749,122,2,4,2023-12-04,Poor packaging.
4750,144,6,1,2023-10-07,Fast delivery.
4751,131,4,5,2023-09-12,Not as described.
4752,135,7,5,2023-12-31,Not as described.
4753,88,4,1,2023-06-05,Not as described.
4754,49,5,3,2023-08-25,Exceeded expectations.
4755,174,8,2,2023-10-13,Fast delivery.
4756,18,5,4,2023-07-07,Fast delivery.
4757,80,4,4,2023-08-04,Not as described.
4758,61,3,1,2023-08-22,Poor packaging.
4759,159,6,2,2023-11-26,Poor packaging.
4760,37,2,2,2023-11-10,Would not buy again.
4761,162,3,2,2023-02-21,Good value for money.
4762,132,6,5,2023-03-28,Exceeded expectations.
4763,40,3,5,2023-01-31,Good value for money.
4764,189,5,5,2023-01-26,Fast delivery.
4765,191,3,4,2023-11-15,Would not buy again.
4766,50,7,3,2023-09-05,Would not buy again.
4767,188,6,4,2023-05-25,Poor packaging.
4768,191,2,2,2023-11-16,Not as described.
4769,97,5,5,2023-08-18,Fast delivery.
4770,115,2,1,2023-05-08,Would not buy again.
4771,97,5,2,2023-05-11,Great product!
4772,63,2,3,2023-08-31,Fast delivery.
4773,38,4,4,2023-05-13,Not as described.
4774,183,8,2,2023-09-14,Fast delivery.
4775,5,2,1,2023-11-16,Poor packaging.
4776,186,4,2,2023-04-15,Not as described.
4777,132,8,4,2023-02-26,Great product!
4778,140,4,3,2023-08-08,Good value for money.
4779,28,1,1,2023-08-09,Poor packaging.
4780,172,6,3,2023-07-30,Not as described.
4781,170,8,4,2023-09-26,Not as described.
4782,102,1,3,2023-01-28,Would not buy again.
4783,192,2,5,2023-06-07,Fast delivery.
4784,136,2,2,2023-04-04,Great product!
4785,191,8,2,2023-06-21,Great product!
4786,21,4,3,2023-08-27,Good value for money.
4787,138,8,3,2023-03-24,Great product!
4788,16,3,2,2023-05-24,Exceeded expectations.
4789,91,7,3,2023-10-31,Not as described.
4790,134,1,5,2023-07-28,Not as described.
4791,116,5,5,2023-07-28,Great product!
4792,80,2,1,2023-01-21,Exceeded expectations.
4793,187,7,5,2023-08-10,Great product!
4794,35,3,5,2023-12-25,Good value for money.
4795,197,6,4,2023-08-03,Fast delivery.
4796,154,7,2,2023-05-21,Exceeded expectations.
4797,181,7,1,2023-11-09,Would not buy again.
4798,19,5,1,2023-12-11,Great product!
4799,71,3,3,2023-11-03,Poor packaging.
4800,30,7,3,2023-03-27,Not as described.
4801,171,2,5,2023-09-26,Exceeded expectations.
4802,176,6,5,2023-09-21,Not as described.
4803,108,8,5,2023-11-26,Not as described.
4804,53,1,4,2023-08-18,Exceeded expectations.
4805,142,2,3,2023-06-16,Good value for money.
4806,145,8,5,2023-11-09,Fast delivery.
4807,114,7,1,2023-03-01,Poor packaging.
4808,157,6,1,2023-07-30,Great product!
4809,115,3,2,2023-01-29,Poor packaging.
4810,31,2,4,2023-08-30,Not as described.
4811,73,5,3,2023-12-19,Fast delivery.
4812,125,5,5,2023-12-01,Great product!
4813,82,5,4,2023-11-20,Poor packaging.
4814,84,5,4,2023-02-24,Poor packaging.
4815,75,2,1,2023-08-07,Exceeded expectations.
4816,199,4,3,2023-11-08,Exceeded expectations.
4817,169,8,5,2023-01-29,Exceeded expectations.
4818,158,5,2,2023-06-25,Exceeded expectations.
4819,129,4,3,2023-01-18,Good value for money.
4820,65,2,4,2023-03-14,Poor packaging.
4821,179,3,5,2023-04-20,Not as described.
4822,13,2,2,2023-12-22,Poor packaging.
4823,180,1,3,2023-12-16,Great product!
4824,61,8,2,2023-03-02,Would not buy again.
4825,154,3,5,2023-01-09,Exceeded expectations.
4826,69,8,1,2023-01-16,Great product!
4827,54,2,1,2023-11-15,Fast delivery.
4828,26,6,3,2023-02-22,Not as described.
4829,76,3,4,2023-04-12,Great product!
4830,3,4,3,2023-04-17,Exceeded expectations.
4831,141,3,2,2023-02-28,Fast delivery.
4832,184,4,3,2023-06-01,Not as described.
4833,141,2,2,2023-05-31,Great product!
4834,141,7,5,2023-05-03,Would not buy again.
4835,54,6,5,2023-08-12,Great product!
4836,71,3,1,2023-04-21,Exceeded expectations.
4837,79,7,1,2023-09-10,Poor packaging.
4838,172,8,5,2023-09-07,Good value for money.
4839,180,6,5,2023-07-22,Would not buy again.
4840,66,2,2,2023-01-29,Fast delivery.
4841,199,6,5,2023-02-19,Would not buy again.
4842,65,2,4,2023-10-18,Good value for money.
4843,158,3,2,2023-09-08,Not as described.
4844,15,5,2,2023-11-13,Exceeded expectations.
4845,118,8,1,2023-12-08,Great product!
4846,193,6,4,2023-07-25,Exceeded expectations.
4847,129,2,4,2023-07-14,Fast delivery.
4848,26,4,5,2023-05-04,Poor packaging.
4849,45,3,1,2023-02-14,Not as described.
4850,18,7,3,2023-09-10,Fast delivery.
4851,138,6,1,2023-01-28,Good value for money.
4852,190,2,2,2023-08-09,Poor packaging.
4853,137,3,1,2023-07-06,Exceeded expectations.
4854,3,2,4,2023-02-24,Exceeded expectations.
4855,192,2,3,2023-01-04,Exceeded expectations.
4856,1,1,4,2023-05-21,Not as described.
4857,99,8,1,2023-08-02,Good value for money.
4858,187,5,2,2023-08-06,Fast delivery.
4859,94,3,2,2023-12-13,Great product!
4860,175,8,3,2023-05-18,Not as described.
4861,75,8,4,2023-11-13,Good value for money.
4862,26,5,5,2023-05-15,Not as described.
4863,118,4,1,2023-11-16,Exceeded expectations.
4864,17,8,2,2023-10-21,Exceeded expectations.
4865,45,5,2,2023-12-28,Great product!
4866,99,4,3,2023-05-03,Good value for money.
4867,97,4,4,2023-12-05,Fast delivery.
4868,6,7,1,2023-07-07,Exceeded expectations.
4869,188,2,5,2023-06-14,Fast delivery.
4870,63,6,5,2023-10-10,Poor packaging.
4871,35,8,2,2023-10-18,Good value for money.
4872,186,2,1,2023-10-04,Great product!
4873,162,4,2,2023-05-27,Not as described.
4874,95,1,2,2023-06-06,Poor packaging.
4875,149,7,4,2023-10-24,Would not buy again.
4876,64,2,4,2023-07-16,Fast delivery.
4877,157,7,3,2023-05-23,Great product!
4878,49,3,4,2023-05-02,Fast delivery.
4879,163,7,4,2023-01-28,Fast delivery.
4880,146,5,1,2023-11-28,Would not buy again.
4881,38,1,2,2023-07-05,Fast delivery.
4882,29,5,2,2023-07-08,Exceeded expectations.
4883,61,8,5,2023-04-23,Would not buy again.
4884,71,7,4,2023-12-08,Would not buy again.
4885,10,7,1,2023-10-23,Not as described.
4886,18,7,1,2023-01-13,Not as described.
4887,30,2,3,2023-09-26,Exceeded expectations.
4888,107,7,5,2023-12-02,Not as described.
4889,92,5,1,2023-11-03,Poor packaging.
4890,4,6,2,2023-09-22,Good value for money.
4891,66,7,4,2023-09-19,Would not buy again.
4892,53,7,1,2023-03-08,Good value for money.
4893,110,3,1,2023-03-31,Good value for money.
4894,43,8,5,2023-04-13,Fast delivery.
4895,126,8,3,2023-03-12,Would not buy again.
4896,112,4,2,2023-01-26,Poor packaging.
4897,47,8,3,2023-05-12,Would not buy again.
4898,99,6,3,2023-05-20,Not as described.
4899,35,4,4,2023-12-26,Would not buy again.
4900,6,8,5,2023-03-29,Not as described.
4901,68,8,3,2023-10-26,Good value for money.
4902,33,5,1,2023-10-27,Great product!
4903,1,6,4,2023-11-06,Poor packaging.
4904,123,4,1,2023-08-25,Great product!
4905,7,5,1,2023-12-18,Not as described.
4906,10,7,1,2023-11-30,Poor packaging.
4907,177,2,5,2023-03-19,Not as described.
4908,104,8,4,2023-10-12,Poor packaging.
4909,66,1,1,2023-05-11,Not as described.
4910,43,1,2,2023-06-11,Not as described.
4911,63,3,5,2023-02-25,Not as described.
4912,80,1,5,2023-08-15,Fast delivery.
4913,48,7,1,2023-01-17,Fast delivery.
4914,182,5,1,2023-06-07,Good value for money.
4915,5,4,2,2023-03-30,Not as described.
4916,134,5,4,2023-02-10,Poor packaging.
4917,43,8,4,2023-04-26,Great product!
4918,161,4,1,2023-02-21,Not as described.
4919,65,4,3,2023-08-08,Would not buy again.
4920,197,8,3,2023-03-24,Great product!
4921,44,2,4,2023-11-15,Poor packaging.
4922,66,6,3,2023-11-26,Exceeded expectations.
4923,52,6,4,2023-07-16,Would not buy again.
4924,127,6,3,2023-07-04,Fast delivery.
4925,25,5,5,2023-05-31,Good value for money.
4926,62,8,3,2023-12-31,Not as described.
4927,50,4,3,2023-08-16,Great product!
4928,133,1,5,2023-06-26,Exceeded expectations.
4929,143,3,5,2023-11-14,Fast delivery.
4930,199,7,5,2023-01-24,Good value for money.
4931,10,8,4,2023-02-17,Exceeded expectations.
4932,10,3,1,2023-03-26,Would not buy again.
4933,32,5,1,2023-11-07,Fast delivery.
4934,73,1,2,2023-02-11,Fast delivery.
4935,133,2,1,2023-10-07,Poor packaging.
4936,191,1,4,2023-01-13,Not as described.
4937,200,8,4,2023-08-21,Good value for money.
4938,55,2,5,2023-10-17,Would not buy again.
4939,176,2,3,2023-03-03,Not as described.
4940,55,3,2,2023-05-01,Exceeded expectations.
4941,122,6,3,2023-07-11,Fast delivery.
4942,55,1,3,2023-04-10,Great product!
4943,98,1,1,2023-04-21,Exceeded expectations.
4944,123,4,4,2023-04-23,Would not buy again.
4945,9,7,1,2023-10-27,Fast delivery.
4946,189,2,5,2023-12-06,Exceeded expectations.
4947,15,1,5,2023-05-23,Would not buy again.
4948,169,8,2,2023-07-30,Not as described.
4949,102,6,2,2023-03-27,Fast delivery.
4950,119,2,2,2023-07-25,Good value for money.
4951,79,6,1,2023-05-23,Fast delivery.
4952,33,4,2,2023-05-11,Not as described.
4953,167,8,4,2023-12-12,Good value for money.
4954,8,1,4,2023-09-06,Poor packaging.
4955,120,5,1,2023-03-19,Exceeded expectations.
4956,184,7,5,2023-06-06,Poor packaging.
4957,90,1,5,2023-09-17,Fast delivery.
4958,57,7,4,2023-12-26,Exceeded expectations.
4959,95,4,3,2023-04-06,Not as described.
4960,141,7,1,2023-06-16,Exceeded expectations.
4961,178,1,2,2023-10-26,Exceeded expectations.
4962,29,8,2,2023-02-16,Poor packaging.
4963,48,2,4,2023-02-21,Fast delivery.
4964,164,7,4,2023-11-11,Not as described.
4965,148,1,3,2023-03-03,Exceeded expectations.
4966,67,7,2,2023-09-24,Not as described.
4967,104,2,1,2023-08-11,Poor packaging.
4968,146,1,3,2023-02-14,Fast delivery.
4969,29,4,5,2023-02-11,Exceeded expectations.
4970,26,4,1,2023-09-30,Not as described.
4971,99,7,4,2023-07-28,Fast delivery.
4972,15,8,3,2023-05-22,Would not buy again.
4973,16,3,2,2023-07-22,Not as described.
4974,50,2,2,2023-08-07,Great product!
4975,50,5,1,2023-10-23,Not as described.
4976,41,5,2,2023-12-13,Would not buy again.
4977,71,8,1,2023-10-01,Not as described.
4978,83,3,1,2023-12-12,Exceeded expectations.
4979,34,5,2,2023-07-29,Not as described.
4980,109,8,5,2023-04-13,Poor packaging.
4981,115,7,2,2023-05-24,Not as described.
4982,110,1,4,2023-10-28,Great product!
4983,80,4,3,2023-09-11,Not as described.
4984,157,7,1,2023-12-27,Exceeded expectations.
4985,199,7,4,2023-01-25,Fast delivery.
4986,145,4,2,2023-02-21,Poor packaging.
4987,30,3,1,2023-03-24,Exceeded expectations.
4988,197,3,5,2023-07-16,Exceeded expectations.
4989,109,3,3,2023-01-22,Would not buy again.
4990,69,8,2,2023-07-19,Good value for money.
4991,34,2,1,2023-12-22,Exceeded expectations.
4992,57,1,4,2023-03-18,Good value for money.
4993,33,2,2,2023-03-04,Exceeded expectations.
4994,58,7,3,2023-03-25,Exceeded expectations.
4995,73,1,2,2023-06-08,Great product!
4996,150,3,4,2023-07-30,Not as described.
4997,93,1,5,2023-07-21,Great product!
4998,34,5,2,2023-06-13,Good value for money.
4999,118,6,4,2023-08-03,Poor packaging.
5000,8,8,1,2023-06-21,Great product!
5001,87,6,3,2023-06-14,Fast delivery.
5002,154,6,1,2023-12-21,Poor packaging.
5003,97,5,4,2023-07-08,Would not buy again.
5004,169,1,2,2023-11-14,Fast delivery.
5005,48,4,4,2023-07-14,Fast delivery.
5006,105,4,5,2023-04-28,Would not buy again.
5007,84,1,5,2023-01-18,Good value for money.
5008,128,5,3,2023-08-20,Poor packaging.
5009,129,3,5,2023-12-18,Fast delivery.
5010,63,2,5,2023-07-13,Great product!
5011,57,2,4,2023-06-26,Exceeded expectations.
5012,146,3,5,2023-05-31,Would not buy again.
5013,127,6,3,2023-05-15,Good value for money.
5014,190,2,3,2023-04-12,Not as described.
5015,105,5,5,2023-01-24,Great product!
5016,187,3,2,2023-01-04,Poor packaging.
5017,177,6,3,2023-04-23,Poor packaging.
5018,114,8,2,2023-05-02,Would not buy again.
5019,74,8,1,2023-03-24,Would not buy again.
5020,73,8,5,2023-11-14,Great product!
5021,58,8,3,2023-03-21,Not as described.
5022,62,1,2,2023-04-26,Not as described.
5023,29,8,5,2023-08-10,Great product!
5024,40,5,5,2023-02-26,Great product!
5025,127,6,1,2023-07-08,Great product!
5026,129,6,1,2023-06-07,Fast delivery.
5027,200,2,3,2023-02-13,Great product!
5028,42,7,2,2023-01-07,Poor packaging.
5029,154,8,2,2023-05-27,Not as described.
5030,32,4,1,2023-12-24,Would not buy again.
5031,76,7,1,2023-05-18,Poor packaging.
5032,91,5,2,2023-08-14,Poor packaging.
5033,168,6,3,2023-02-15,Good value for money.
5034,126,8,1,2023-05-30,Poor packaging.
5035,74,5,3,2023-04-23,Exceeded expectations.
5036,55,7,4,2023-02-05,Great product!
5037,135,1,1,2023-01-14,Not as described.
5038,83,7,5,2023-09-12,Great product!
5039,30,4,2,2023-08-31,Fast delivery.
5040,72,3,2,2023-11-20,Good value for money.
5041,104,3,1,2023-09-11,Great product!
5042,177,4,1,2023-01-07,Poor packaging.
5043,82,6,2,2023-05-19,Not as described.
5044,20,4,3,2023-01-18,Would not buy again.
5045,163,3,5,2023-09-03,Exceeded expectations.
5046,102,7,4,2023-11-01,Would not buy again.
5047,125,1,3,2023-10-12,Not as described.
5048,162,5,3,2023-12-31,Not as described.
5049,43,8,1,2023-10-30,Great product!
5050,148,1,1,2023-08-08,Would not buy again.
5051,80,6,5,2023-01-07,Good value for money.
5052,59,4,2,2023-06-04,Good value for money.
5053,49,1,1,2023-07-29,Would not buy again.
5054,83,6,4,2023-02-06,Good value for money.
5055,32,3,2,2023-01-25,Great product!
5056,99,5,4,2023-03-15,Would not buy again.
5057,12,8,3,2023-05-04,Fast delivery.
5058,163,7,5,2023-11-25,Great product!
5059,137,5,1,2023-07-29,Fast delivery.
5060,35,8,3,2023-04-07,Fast delivery.
5061,100,8,5,2023-08-29,Exceeded expectations.
5062,154,4,3,2023-01-26,Great product!
5063,177,3,1,2023-07-12,Poor packaging.
5064,173,4,2,2023-02-06,Not as described.
5065,31,6,3,2023-10-17,Good value for money.
5066,105,3,2,2023-09-02,Poor packaging.
5067,97,7,4,2023-05-02,Poor packaging.
5068,158,3,2,2023-05-20,Exceeded expectations.
5069,64,3,4,2023-10-11,Fast delivery.
5070,88,3,2,2023-04-09,Exceeded expectations.
5071,153,7,5,2023-05-06,Would not buy again.
5072,28,2,3,2023-02-04,Not as described.
5073,107,8,1,2023-05-19,Exceeded expectations.
5074,99,6,3,2023-01-13,Good value for money.
5075,187,1,4,2023-12-23,Exceeded expectations.
5076,31,6,1,2023-04-04,Great product!
5077,145,3,4,2023-07-28,Good value for money.
5078,123,8,3,2023-09-03,Would not buy again.
5079,107,5,2,2023-07-12,Not as described.
5080,148,4,5,2023-04-18,Not as described.
5081,34,3,5,2023-04-28,Good value for money.
5082,2,6,3,2023-05-21,Would not buy again.
5083,180,6,1,2023-02-03,Poor packaging.
5084,171,8,2,2023-01-06,Fast delivery.
5085,122,6,2,2023-03-24,Would not buy again.
5086,193,6,5,2023-09-26,Would not buy again.
5087,183,6,2,2023-10-04,Poor packaging.
5088,42,1,5,2023-11-04,Exceeded expectations.
5089,169,2,3,2023-02-02,Poor packaging.
5090,160,1,4,2023-12-04,Good value for money.
5091,80,3,1,2023-06-29,Great product!
5092,91,6,1,2023-01-21,Poor packaging.
5093,19,7,3,2023-07-05,Good value for money.
5094,110,6,4,2023-10-18,Exceeded expectations.
5095,44,7,5,2023-11-27,Fast delivery.
5096,126,4,2,2023-08-23,Would not buy again.
5097,189,5,5,2023-02-02,Great product!
5098,130,3,1,2023-12-29,Fast delivery.
5099,88,6,5,2023-09-09,Poor packaging.
5100,36,6,3,2023-01-15,Fast delivery.
5101,123,8,5,2023-10-18,Would not buy again.
5102,29,7,4,2023-10-02,Would not buy again.
5103,160,8,3,2023-01-10,Not as described.
5104,43,3,5,2023-10-10,Good value for money.
5105,173,8,3,2023-03-18,Would not buy again.
5106,193,5,5,2023-06-18,Poor packaging.
5107,51,5,3,2023-01-29,Would not buy again.
5108,194,8,3,2023-12-09,Exceeded expectations.
5109,74,2,5,2023-08-28,Poor packaging.
5110,118,2,3,2023-08-30,Poor packaging.
5111,39,6,2,2023-12-26,Great product!
5112,124,5,1,2023-11-16,Poor packaging.
5113,75,6,2,2023-04-27,Fast delivery.
5114,73,7,5,2023-04-10,Would not buy again.
5115,109,8,5,2023-06-02,Fast delivery.
5116,43,6,3,2023-04-22,Exceeded expectations.
5117,128,3,2,2023-05-19,Poor packaging.
5118,11,8,4,2023-07-10,Exceeded expectations.
5119,141,7,2,2023-09-23,Exceeded expectations.
5120,45,2,3,2023-01-09,Good value for money.
5121,75,3,4,2023-11-16,Fast delivery.
5122,100,5,4,2023-09-13,Fast delivery.
5123,198,8,1,2023-03-12,Great product!
5124,183,7,3,2023-06-04,Exceeded expectations.
5125,59,8,3,2023-05-19,Fast delivery.
5126,75,1,3,2023-01-08,Would not buy again.
5127,111,2,2,2023-10-21,Exceeded expectations.
5128,56,3,1,2023-01-08,Would not buy again.
5129,111,2,2,2023-08-22,Great product!
5130,24,8,3,2023-09-12,Great product!
5131,173,4,3,2023-04-21,Good value for money.
5132,73,5,5,2023-12-15,Good value for money.
5133,147,4,3,2023-09-04,Not as described.
5134,95,8,3,2023-11-11,Fast delivery.
5135,105,4,3,2023-07-09,Not as described.
5136,14,1,3,2023-08-17,Good value for money.
5137,38,2,2,2023-03-19,Would not buy again.
5138,146,3,1,2023-09-21,Good value for money.
5139,133,6,3,2023-03-27,Not as described.
